LocalAuthorityCode,LocalAuthorityName,SiteCode,SiteName,SiteType,DateClosed,DateOpened,Latitude,Longitude,LatitudeWGS84,LongitudeWGS84,Northing,Easting
10,Enfield,EN2,Enfield - Church Street,Roadside,2006-09-14 00:00:00,1997-12-21 16:00:00,51.6524364979749,-0.084224624306898,6737523.84763,-9375.8422901,532516.7343017277,196639.01791710046
10,Enfield,EN4,Enfield - Derby Road,Roadside,,2000-02-29 09:15:00,51.614864007,-0.0507658363689,6730785.26900193,-5651.2270542806,534942.4006697645,192522.51421566162
10,Enfield,EN7,Enfield - Prince of Wales School,Urban Background,,2012-07-09 00:00:00,51.66864334727,-0.02200720557,6740432.24987404,-2449.83091783529,536771.1946056151,198555.80371934912
10,Enfield,EN3,Enfield - Salisbury School,Urban Background,2008-07-28 00:00:00,1998-11-03 10:00:00,51.6374794858769,-0.0442461406121593,6734840.65766,-4925.45784251,535326.389490297,195049.21824452918
11,Greenwich,GN0,Greenwich - A206 Burrage Grove,Roadside,,2004-10-07 00:00:00,51.490532,0.074003,6708526.16964,8237.97627717,543971.200060083,178936.0452865555
11,Greenwich,GR7,Greenwich - Blackheath,Roadside,,2002-03-08 11:00:00,51.472504,-0.012381,6705303.66805,-1378.24661551,538029.6553127446,176765.170681144
11,Greenwich,GR4,Greenwich - Eltham,Suburban,,1995-01-01 00:00:00,51.45258,0.070766,6701743.73787,7877.63508548,543865.8790994548,174709.91680175962
3,Bexley,GB6,Greenwich - Falconwood,Roadside,,2000-10-18 09:15:00,51.4563,0.085606,6702408.29265,9529.61632885,544885.0022390957,175152.7872364978
3,Bexley,GB0,Greenwich - Falconwood FDMS,Roadside,,2009-03-16 00:00:00,51.4563,0.085606,6702408.29265,9529.61632885,544885.0022390957,175152.7872364978
11,Greenwich,GN4,Greenwich - Fiveways Sidcup Rd A20,Roadside,,2011-01-24 00:00:00,51.4346627060562,0.0642224671704697,6702412.5486,4535.53633525,543467.4630939716,172704.92014490522
11,Greenwich,GN6,Greenwich - John Harrison Way,Roadside,,2018-07-02 00:00:00,51.4937746695818,0.0107796237032558,6709105.93142177,1199.98222158954,539572.9233159173,179174.13265932788
11,Greenwich,GN2,Greenwich - Millennium Village,Industrial,2016-10-20 00:00:00,2004-08-01 00:00:00,51.492571,0.017697,6708890.72071,1970.02102857,540056.719821702,179053.51224288283
11,Greenwich,GN3,Greenwich - Plumstead High Street,Roadside,,2006-01-27 00:00:00,51.486957,0.095111,6707887.0378,10587.7080888,545447.6883605244,178580.28163667166
11,Greenwich,GR5,Greenwich - Trafalgar Road,Roadside,2015-12-02 00:00:00,1996-11-27 00:00:00,51.4834490664601,-0.000145562683198809,6707265.29552,-12.1338244965,538846.0189170209,178005.26984097148
11,Greenwich,GN5,Greenwich - Trafalgar Road (Hoskins St),Roadside,,2017-10-12 00:00:00,51.4839072533485,0.000407396935849736,6707265.29552,-12.1338244965,538883.0140821573,178057.26375563053
11,Greenwich,TL4,Greenwich - Tunnel Avenue,Roadside,,2020-12-04 00:00:00,51.495057,0.0041074676,6709055.39086079,-16687.4595868565,539105.9314116254,179304.0109469368
11,Greenwich,GR9,Greenwich - Westhorne Avenue,Roadside,,2004-10-01 00:00:00,51.456357,0.040725,6702418.47577,4533.48626256,541767.2836594647,175071.28481266112
11,Greenwich,GR8,Greenwich - Woolwich Flyover,Roadside,,2004-07-08 00:00:00,51.486884,0.017901,6707873.98752,1992.73020469,540088.3123588945,178421.57613980735
12,Hackney,HN0,Hackney - Amhurst Road,Roadside,2022-07-18 00:00:00,2022-04-01 00:00:00,51.5500559909969,-0.0633016026789864,,,534265.5617111132,185293.38175020067
12,Hackney,HK4,Hackney - Clapton,Urban Background,2011-08-31 00:00:00,1993-10-08 16:15:00,51.558884,-0.056388,6720755.66481,-6277.08344685,534718.730903452,186287.6847751618
12,Hackney,HN1,Hackney - Homerton Library,Roadside,2022-07-18 00:00:00,2022-04-01 00:00:00,51.5487472103442,-0.0418806967224562,,,535754.3760616004,185187.39975731072
12,Hackney,HK6,Hackney - Old Street,Roadside,,2000-05-31 23:00:00,51.526454,-0.08491,6714951.02162,-9452.13796326,532836.352301375,182629.62022120313
12,Hackney,HK9,Hackney - Queensbridge Road,Roadside,2022-07-18 00:00:00,2022-02-01 00:00:00,51.539324,-0.070078971,6717254.12686,-7801.1553,533827.23489213,184087.66859387857
13,Hammersmith and Fulham,HF1,Hammersmith and Fulham - Broadway,Roadside,2009-01-20 00:00:00,1999-08-23 18:15:00,51.4927663395234,-0.223601338284455,6708925.64615,-24891.1871185,523307.95802462916,178641.13815787414
13,Hammersmith and Fulham,HF2,Hammersmith and Fulham - Brook Green,Urban Background,2009-01-21 00:00:00,2003-07-28 12:00:00,51.4964961786764,-0.220502981077703,6709592.54596,-24546.279572,523512.9307200728,179061.08867072294
13,Hammersmith and Fulham,HF3,Hammersmith and Fulham - Scrubs Lane,Kerbside,2005-10-27 14:00:00,2005-03-30 12:00:00,51.5308895141056,-0.237011005357313,6715744.68979,-26383.9444288,522275.07014501316,182857.63016460979
13,Hammersmith and Fulham,HF4,Hammersmith and Fulham - Shepherds Bush,Roadside,2017-10-27 00:00:00,2011-10-31 00:00:00,51.5045625671557,-0.224670007031603,6711035.01276,-25010.1507793,523201.9659991495,179950.9811314482
14,Haringey,HG4,Haringey  - Priory Park South,Urban Background,,2012-10-25 00:00:00,51.5839769007709,-0.125400278484885,6725249.88218781,-13959.4951462721,529864.0970277847,188952.92818186493
14,Haringey,HG3,Haringey - Bounds Green,Roadside,2001-03-11 23:45:00,1999-06-21 00:15:00,51.6059499474804,-0.123441120322547,6729187.36255,-13741.4026573,529937.0780082418,191399.63569089936
14,Haringey,HG1,Haringey - Haringey Town Hall,Roadside,,1994-11-29 12:00:00,51.599302,-0.068218,6727995.87648,-7593.99302294,533780.0630479418,190760.06989739984
14,Haringey,HG2,Haringey - Priory Park,Urban Background,2012-10-25 00:00:00,1996-03-29 00:00:00,51.586029,-0.126486,6725617.52937,-14080.3571125,529783.0409375381,189179.17670095357
15,Harrow,HR2,Harrow - Pinner Road,Roadside,,2003-06-16 00:00:00,51.588417,-0.362989,6726045.37632,-40407.7506436,513395.02128969436,189051.3530284661
15,Harrow,HR1,Harrow - Stanmore,Urban Background,,1999-04-10 10:00:00,51.617327,-0.298775,6731226.83276,-33259.4808618,517767.9773560849,192367.54218475116
16,Havering,HV2,Havering - Harold Hill,Suburban,2000-11-12 14:45:00,1998-03-31 23:00:00,51.6065992159427,0.225359558329898,6729303.73779,25086.9112787,554084.0564177642,192149.63230865213
16,Havering,HV1,Havering - Rainham,Roadside,,1995-12-08 00:00:00,51.520787459334,0.205460705694044,6713943.19288,22876.155358,552994.2321343904,182566.77488751474
16,Havering,HV3,Havering - Romford,Roadside,,1998-12-22 10:00:00,51.572976,0.179079,6723279.28089,19934.9830918,550991.4084352484,188314.59317095857
