LocalAuthorityCode,LocalAuthorityName,SiteCode,SiteName,SiteType,DateClosed,DateOpened,Latitude,Longitude,LatitudeWGS84,LongitudeWGS84,Northing,Easting
17,Hillingdon,LH2,Heathrow Airport,Industrial,2011-02-24 00:00:00,1999-01-01 00:00:00,51.4792338864893,-0.440530703282971,6706511.8675,-49036.6809724,508282.8429805358,176793.3052505767
17,Hillingdon,LH0,Hillingdon - Harlington,Urban Background,,2004-01-01 00:00:00,51.48878,-0.441627,6708212.94408,-49161.6927606,508184.1300209663,177853.1568895369
17,Hillingdon,HI2,Hillingdon - Hillingdon Hospital,Roadside,2011-06-01 00:00:00,2002-09-25 11:30:00,51.526115,-0.459128,6714890.36587,-51109.8951689,506881.8499231154,181978.89833398085
17,Hillingdon,HI0,Hillingdon - Keats Way,Suburban,,1996-08-02 00:00:00,51.496309,-0.460826,6709559.07689,-51298.9156643,506833.78138298413,178662.14428905904
17,Hillingdon,HI3,Hillingdon - Oxford Avenue,Roadside,2011-06-01 00:00:00,2005-03-01 12:00:00,51.481131839058,-0.423760323968,6706845.73371,-47172.7834825,509442.6971070719,177029.28119432702
17,Hillingdon,HI1,Hillingdon - South Ruislip,Roadside,2011-06-01 00:00:00,1994-01-01 00:00:00,51.552264,-0.402779,6719570.41543,-44837.1531822,510726.7619643949,184970.34358058422
18,Hounslow,HS1,Hounslow - Brentford,Roadside,2003-01-01 00:00:00,1993-04-01 00:00:00,51.489321,-0.310002,6708309.66371,-34509.2647849,517319.7371804351,178116.0383697005
18,Hounslow,HS5,Hounslow - Brentford,Roadside,2012-04-01 00:00:00,2003-06-02 13:00:00,51.489398,-0.310081,6708323.42981,-34518.0590247,517314.0556938613,178124.47360210321
18,Hounslow,HS1,Hounslow - Brentford,Roadside,2003-01-01 00:00:00,1993-04-01 00:00:00,51.489321,-0.310002,6708309.66371,-34509.2647849,517319.7371804351,178116.0383697005
18,Hounslow,HS5,Hounslow - Brentford,Roadside,2012-04-01 00:00:00,2003-06-02 13:00:00,51.489398,-0.310081,6708323.42981,-34518.0590247,517314.0556938613,178124.47360210321
18,Hounslow,HS3,Hounslow - Brentford,Roadside,2003-01-01 00:00:00,1999-03-20 12:00:00,51.489321,-0.310002,6708309.66371,-34509.2647849,517319.7371804351,178116.0383697005
18,Hounslow,HS4,Hounslow - Chiswick High Road,Roadside,2012-04-01 00:00:00,1999-08-26 11:45:00,51.492507,-0.257252,6708879.27796,-28637.1616456,520972.96114143805,178556.1533884801
18,Hounslow,HS2,Hounslow - Cranford,Suburban,2012-04-01 00:00:00,1999-01-02 18:00:00,51.482982,-0.411895,6707176.45353,-45851.9416603,510262.0298404869,177252.8105715785
18,Hounslow,HS9,Hounslow - Feltham,Roadside,2012-04-01 00:00:00,2009-08-19 00:00:00,51.4473877655456,-0.408732837243793,6700816.26812,-45499.9313125,510567.5713969804,173299.73116908
18,Hounslow,HS7,Hounslow - Hatton Cross,Urban Background,2012-04-01 00:00:00,2006-01-05 00:00:00,51.463402,-0.427525,6703677.17104,-47591.8653014,509223.65814772615,175052.21200070693
18,Hounslow,HS6,Hounslow - Heston Road,Roadside,2012-04-01 00:00:00,2006-04-13 00:00:00,51.479129,-0.36476,6706487.73751,-40604.8974618,513543.9834738354,176896.4233655189
18,Hounslow,HS8,Hounslow and Ealing - Gunnersbury Avenue,Roadside,2015-02-09 00:00:00,2012-02-09 00:00:00,51.500676298573,-0.284383168481281,6710340.02137534,-31657.3895055139,519068.4846843151,179420.02981524201
19,Islington,IS6,Islington - Arsenal,Urban Background,,2007-03-14 00:00:00,51.557895,-0.106989,6720578.5826,-11909.9610005,531214.5332361056,186085.71430647562
19,Islington,IS5,Islington - Duncan Terrace,Roadside,2009-03-11 00:00:00,2006-08-04 00:00:00,51.5322658877275,-0.104413186512037,6715990.98676,-11623.2227546,531466.9198156691,183240.61728125074
19,Islington,IS4,Islington - Foxham Gardens,Urban Background,2009-03-11 00:00:00,2006-04-20 00:00:00,51.5600403385285,-0.131679425163847,6720962.71416,-14658.4865572,529497.1537026775,186280.24662100806
19,Islington,IS2,Islington - Holloway Road,Roadside,,2000-07-12 06:45:00,51.555378,-0.116146,6720127.92666,-12929.3135777,530587.0751162632,185789.456222607
19,Islington,IS1,Islington - Upper Street,Urban Background,2007-03-14 00:00:00,1994-05-13 01:00:00,51.5407003385595,-0.103269578193151,6717500.4632,-11495.9168589,531521.909135967,184180.50505219825
20,Kensington and Chelsea,KC2,Kensington and Chelsea - Cromwell Road,Roadside,2017-10-27 00:00:00,1998-05-10 20:00:00,51.49550391,-0.178809464,6709415.12178,-19904.9784815,526409.3612844325,179021.9361089924
20,Kensington and Chelsea,KC5,Kensington and Chelsea - Earls Court Rd,Kerbside,2017-10-27 00:00:00,2002-05-01 00:00:00,51.49019756,-0.190863311,6708466.37696,-21246.8065916,525587.3462759093,178411.16913409228
20,Kensington and Chelsea,KG2,Kensington and Chelsea - Green Screen BG,Urban Background,2014-10-31 00:00:00,2013-10-30 00:00:00,51.4894131144322,-0.193640886158949,,,525396.6983045454,178319.18414370745
20,Kensington and Chelsea,KG1,Kensington and Chelsea - Green Screen RS,Roadside,2014-10-31 00:00:00,2013-10-30 00:00:00,51.4894131144322,-0.193640886158949,,,525396.6983045454,178319.18414370745
20,Kensington and Chelsea,KC4,Kensington and Chelsea - Kings Road,Roadside,2017-10-26 00:00:00,2000-09-27 14:15:00,51.48743685,-0.168397129,6707972.82158,-18745.8826513,527154.4752007762,178142.9865315425
20,Kensington and Chelsea,KC3,Kensington and Chelsea - Knightsbridge,Roadside,2017-10-26 00:00:00,2000-03-28 11:30:00,51.49913951,-0.164337605,6710065.20988,-18293.9785068,527403.6415323762,179451.27355418119
20,Kensington and Chelsea,KC1,Kensington and Chelsea - North Ken,Urban Background,,1995-03-17 00:00:00,51.5210467476039,-0.213492139585065,6713983.58013,-23765.836267,523932.86720379506,181802.76227638446
20,Kensington and Chelsea,KC7,Kensington and Chelsea - North Ken FDMS,Urban Background,2018-03-01 00:00:00,2003-11-21 00:00:00,51.5210467476039,-0.213492139585065,6713986.93682,-23760.7189562,523932.86720379506,181802.76227638446
20,Kensington and Chelsea,KF1,Kensington and Chelsea - North Ken FIDAS,Urban Background,,2017-02-20 00:00:00,51.5210467476039,-0.213492139585065,6714219.73046,-17221.1247886,523932.86720379506,181802.76227638446
20,Kensington and Chelsea,WE0,Kensington and Chelsea - Pembroke Road,Urban Background,2007-09-30 00:00:00,1987-01-01 00:00:00,51.4942847451596,-0.199340350918702,6709197.13236,-22190.4663588,524987.7472647907,178851.11906544532
21,Kingston,KT1,Kingston - Chessington,Suburban,2008-07-07 12:00:00,1996-01-24 14:00:00,51.3566466913867,-0.316770841962737,6684624.52196,-35262.7688254,517188.7839273197,163352.94386773495
21,Kingston,A30,Kingston - Kingston Bypass A3,Roadside,2007-09-30 00:00:00,1997-03-20 00:00:00,51.373553348648,-0.291969827871431,6687638.8951,-32501.9325656,518871.5660245102,165272.7204701577
21,Kingston,KT2,Kingston - Town Centre,Roadside,2000-06-23 08:45:00,1996-04-26 06:00:00,51.4144307605309,-0.301706822060131,6694931.73731,-33585.8498006,518088.64567485626,169802.176271316
21,Kingston,KT5,Kingston Upon Thames - Cromwell Road,Roadside,,2018-03-12 00:00:00,51.412308,-0.29658478,6694552.86016453,-33015.6666866351,518450.2639316188,169574.41031954606
21,Kingston,KT6,Kingston Upon Thames - Kingston Vale,Roadside,,2018-03-12 00:00:00,51.4355006647773,-0.257029893767993,6698693.31606622,-28612.4368929022,521139.2548398494,172217.89841636067
21,Kingston,KT3,Kingston Upon Thames - Sopwith Way,Roadside,2016-07-13 00:00:00,2015-03-10 00:00:00,51.413691,-0.302269,6694799.70046663,-33648.431162592,518051.4636108978,169719.01560320143
21,Kingston,KT4,Kingston Upon Thames - Tolworth Broadway,Roadside,,2015-04-13 00:00:00,51.379312,-0.281259,6688665.88821522,-31309.6086610253,519601.93382779293,165930.4457197702
22,Lambeth,LB5,Lambeth - Bondway Interchange,Industrial,,2005-02-01 00:00:00,51.4854867739729,-0.124545234819213,6707629.96897,-13860.2784792,530204.0988355392,178003.23914647006
22,Lambeth,LB4,Lambeth - Brixton Road,Kerbside,,2003-12-18 00:00:00,51.464113541162,-0.11458102695123,6703810.46654,-12751.5363509,530957.014301086,175644.5238945495
22,Lambeth,LB1,Lambeth - Christchurch Road,Roadside,2010-12-02 00:00:00,2000-09-24 09:00:00,51.444249,-0.121731,6700255.65312,-13551.0329338,530517.0830219279,173423.03262663377
22,Lambeth,LB3,Lambeth - Loughborough Junct,Urban Background,2010-12-20 00:00:00,2001-12-19 11:00:00,51.464866,-0.099161,6703938.76106,-11038.5520266,532025.7958302067,175755.8787877897
22,Lambeth,LB6,Lambeth - Streatham Green,Urban Background,,2009-08-17 00:00:00,51.4282131429499,-0.13186863879576,6697392.0894,-14679.5497223,529858.167881814,171622.0008958554
22,Lambeth,LB2,Lambeth - Vauxhall Cross,Roadside,2003-07-01 00:00:00,2001-12-19 15:00:00,51.4849123099475,-0.125173736606014,6707521.51445,-13934.2766197,530162.1043462574,177938.24676817766
23,Lewisham,LW1,Lewisham - Catford,Urban Background,2021-11-03 00:00:00,1996-08-02 15:00:00,51.445468,-0.020266,6700473.37417,-2256.00080042,537563.4071265172,173744.25313367162
23,Lewisham,LW5,Lewisham - Deptford,Urban Background,,2019-09-20 00:00:00,51.4795312838203,-0.0252606031340197,6703907.50224776,-1788.70865141176,537114.2372888314,177522.3213961392
23,Lewisham,HP1,Lewisham - Honor Oak Park,Urban Background,,2018-11-27 00:00:00,51.4496728960354,-0.0374153592115306,,,536359.3452150553,174179.7183808389
23,Lewisham,LW6,Lewisham - Laurence House Catford,Roadside,,2021-11-09 00:00:00,51.4447808,-0.0221832,6700350.63522365,-2469.42252816535,537432.264155407,173664.24575064145
23,Lewisham,LW4,Lewisham - Loampit Vale,Roadside,,2012-07-10 00:00:00,51.4646910611736,-0.0160682432041527,6703907.50224776,-1788.70865141176,537797.1585991814,175889.51908799642
23,Lewisham,LW3,Lewisham - Mercury Way,Industrial,2016-02-03 00:00:00,2010-01-01 00:00:00,51.4811412184719,-0.0456708566668043,6706847.41027,-5084.05650824,535692.4143870937,177663.29944835138
23,Lewisham,LW2,Lewisham - New Cross,Roadside,,2002-03-31 13:45:00,51.474954,-0.039641,6705741.5303,-4412.81593454,536129.4637716425,176986.54414164365
27,Richmond,TD5,London Teddington Bushy Park ,Suburban,,2004-11-15 00:00:00,51.4252560360937,-0.345608290872898,6696694.23761,-38484.7706099,515009.0258970031,170936.02968525005
33,Westminster,MR8,Marylebone Road - BAM,Kerbside,,2012-01-11 00:00:00,51.5225093597419,-0.154622154656843,6714250.73471,-17208.8800817,528012.3563053494,182066.7453170504
24,Merton,ME2,Merton - Merton Road,Roadside,,2011-06-29 00:00:00,51.4161384794862,-0.192230805042824,6695236.54926,-21399.0353321,525695.6937846808,170174.15906809663
24,Merton,ME1,Merton - Morden Civic Centre,Roadside,2017-01-27 00:00:00,2010-01-13 00:00:00,51.40105,-0.195929,6692543.79001,-21810.7165116,525479.8766755572,168490.13737605876
24,Merton,ME9,Merton - Morden Civic Centre 2,Roadside,,2017-01-27 00:00:00,51.40162,-0.19589212,6692543.79001,-21810.7165116,525480.8814615518,168553.57861337595
24,Merton,ME7,Merton - Willow Lane Industrial Estate,Industrial,2016-04-01 00:00:00,2015-08-05 00:00:00,51.3943415638,-0.165161044588,6691346.85700233,-18385.6433824213,527638.4165317379,167797.35690694058
25,Newham,TL6,Newham - Britannia Gate,Roadside,,2020-12-04 00:00:00,51.503858,0.020574415,6709055.39086079,-16687.4595868565,540221.7845712597,180314.0027172993
25,Newham,NM2,Newham - Cam Road,Roadside,,1998-08-18 00:00:00,51.537598,-0.002138,6716945.21884,-238.001071316,538543.3094830855,184022.2426763122
25,Newham,NM4,Newham - East Ham Town Hall,Roadside,,2022-12-19 00:00:00,51.5330166040173,0.0550002064487128,6716125.3278,6122.59497,542519.5369113887,183622.61114433588
25,Newham,TL5,Newham - Hoola Tower,Roadside,,2021-03-08 00:00:00,51.508198,0.015002152,6709055.39086079,-16687.4595868565,539821.8340397999,180785.89839370392
25,Newham,NM1,Newham - Tant Avenue,Urban Background,2003-12-31 00:00:00,1998-01-01 00:00:00,51.514764,0.011989,6712859.64322,1334.60937512,539592.6944528159,181510.20930698627
25,Newham,NM3,Newham - Wren Close,Urban Background,,2003-03-21 00:00:00,51.514727,0.014554,6712853.02465,1620.14386901,539770.7520923705,181510.99172892992
26,Redbridge,RB3,Redbridge - Fullwell Cross,Kerbside,2012-03-30 10:45:00,1999-11-20 14:00:00,51.593935,0.085516,6727034.09695,9519.59757468,544442.4717983716,190455.91237796063
26,Redbridge,RB4,Redbridge - Gardner Close,Roadside,,1999-11-21 13:00:00,51.57661,0.030858,6723930.18984,3435.0968469,540710.756143587,188422.9564084532
26,Redbridge,RB2,Redbridge - Ilford Broadway,Kerbside,2003-06-01 00:00:00,1999-12-01 14:00:00,51.5583461865157,0.0699915095238029,6720659.36787,7791.41920004,543479.4053101067,186468.27416698606
26,Redbridge,RB7,Redbridge - Ley Street,Urban Background,,2014-05-15 00:00:00,51.5694843315237,0.0829074748964946,6722606.75352,9108.2720562,544339.2926618911,187732.1260404657
26,Redbridge,RB1,Redbridge - Perth Terrace,Urban Background,2014-05-13 00:00:00,1999-11-21 10:00:00,51.569221,0.081821,6722606.75352,9108.2720562,544264.8444493441,187700.70236593738
26,Redbridge,RB5,Redbridge - South Woodford,Roadside,2012-03-30 10:45:00,2003-11-19 00:00:00,51.595851,0.020087,6727377.43579,2236.07461156,539905.4164783652,190541.68063386524
33,Westminster,CE1,Regent Street facade (The Crown Estate),Roadside,,2020-05-01 00:00:00,51.5111824979787,-0.139114122784456,6712207.95182978,-15479.0357379246,529120.0823725065,180834.54829210974
27,Richmond,RI2,Richmond Upon Thames - Barnes Wetlands,Suburban,,2001-03-29 10:00:00,51.476168,-0.230427,6705958.50423,-25651.016305,522878.8054592996,176784.06738979145
27,Richmond,RI1,Richmond Upon Thames - Castelnau,Roadside,,2000-06-14 00:15:00,51.480189,-0.237335,6706677.20458,-26420.0113474,522388.3844320158,177219.59762032982
27,Richmond,RHG,Richmond Upon Thames - Chertsey Road,Roadside,2020-08-06 00:00:00,2016-05-24 00:00:00,51.4531422511004,-0.341218138106469,6701844.17704606,-37984.2293834411,515243.98411654925,174043.65899719502
28,Southwark,SK5,Southwark - A2 Old Kent Road,Roadside,,2010-11-24 00:00:00,51.4804994936467,-0.0595528932573422,6706732.70383,-6629.39775267,534730.5349781716,177566.30760368696
28,Southwark,SK9,Southwark - A2 Old Kent Road FIDAS,Roadside,,2010-11-24 00:00:00,51.4804994936467,-0.0595528932573422,6706732.70383,-6629.39775267,534730.5349781716,177566.30760368696
28,Southwark,SK6,Southwark - Elephant and Castle,Urban Background,,2013-01-23 00:00:00,51.4931557048667,-0.101527038274853,6709004.43394458,-11305.3848459833,531779.8982985679,178897.13789028974
28,Southwark,SK7,Southwark - Heygate,Urban Background,2015-11-11 00:00:00,2014-08-26 00:00:00,51.4929813788003,-0.0985378910481832,6708964.09395799,-10969.1878553268,531987.8723658518,178883.14030896162
28,Southwark,SK1,Southwark - Larcom Street,Urban Background,2009-06-17 12:00:00,1993-03-01 00:00:00,51.490548,-0.09661,6708529.03021,-10754.5760055,532128.7198941202,178616.051505887
28,Southwark,SKA,Southwark - Lower Road,Roadside,,2020-11-24 00:00:00,51.4965604167321,-0.0530504472531612,6709604.03228416,-5905.54877457732,535134.4771972013,179364.09405642212
28,Southwark,SK2,Southwark - Old Kent Road,Roadside,2006-04-21 00:00:00,1994-05-03 00:00:00,51.4819456792926,-0.0627176235171689,6706991.20756,-6981.6939137,534506.5623365226,177721.2882687873
28,Southwark,SKC,Southwark - South Circular Road,Roadside,,2021-07-22 00:00:00,51.442633,-0.077653974,6699967.03434404,-8644.40084375411,533584.3690608493,173322.81285107357
28,Southwark,SK8,Southwark - Tower Bridge Road,Roadside,,2019-06-01 00:00:00,51.5013906712066,-0.0782034373606952,6710467.7700201,-8705.56682527626,533374.6951188738,179855.02904366152
28,Southwark,SKB,Southwark - Vicarage Grove,Roadside,,2021-01-26 00:00:00,51.4735803479615,-0.0877818536754426,6705496.02929574,-9771.83125203992,532790.7806997607,176745.39882367654
29,Sutton,ST8,Sutton - Beddington Lane ,Industrial,2020-10-16 00:00:00,2012-04-04 00:00:00,51.3835652277943,-0.136417861473301,6689424.4883013,-15185.9668743151,529668.2117320754,166649.59459735392
29,Sutton,ST5,Sutton - Beddington Lane north,Industrial,,2005-12-01 00:00:00,51.389286904505,-0.141661524779893,6690449.76537,-15766.2908005,529287.2567871135,167276.5183003684
29,Sutton,ST9,Sutton - Beddington Village,Roadside,,2020-10-16 00:00:00,51.3712010773161,-0.131948824988095,6687219.43013176,-14688.4760084455,530014.1740445144,165282.75919864367
29,Sutton,ST3,Sutton - Carshalton,Suburban,2016-07-13 00:00:00,1995-05-05 07:00:00,51.365318,-0.165936,6686170.43427,-18471.9110243,527665.2484325605,164568.9105094137
29,Sutton,ST2,Sutton - North Cheam,Urban Background,2002-05-03 00:00:00,1995-04-25 17:00:00,51.3771892138334,-0.222044077436931,6688287.29725,-24717.8336339,523727.95726777293,165792.67573383352
29,Sutton,ST1,Sutton - Robin Hood School,Roadside,2002-04-26 00:00:00,1995-04-26 07:00:00,51.365744,-0.195563,6686246.38867,-21769.973578,525601.9620768018,164565.11347360729
29,Sutton,ST7,Sutton - Therapia Lane,Industrial,2012-02-10 00:00:00,2010-02-09 00:00:00,51.3858391292126,-0.136339857220486,6689830.08727,-15177.2834806,529667.210833628,166902.56435807247
29,Sutton,ST4,Sutton - Wallington,Kerbside,,2002-07-17 00:00:00,51.3586596124998,-0.149723946604927,6684987.88329,-16663.3032574,528812.3299441122,163856.92529602983
29,Sutton,ST6,Sutton - Worcester Park,Kerbside,,2008-11-04 00:00:00,51.377923,-0.240414,6688418.16328,-26762.7640596,522447.72498111794,165843.42534402647
30,Tower Hamlets,TH3,Tower Hamlets - Bethnal Green,Urban Background,2009-11-02 00:00:00,1999-10-24 12:00:00,51.526737,-0.053869,6715001.65788,-5996.66964954,534988.4265246156,182717.90242784272
30,Tower Hamlets,TH4,Tower Hamlets - Blackwall,Roadside,,2006-09-08 00:00:00,51.5150461674013,-0.00841849265642741,6712915.63292,-933.636569283,538176.0883882141,181502.8491503962
12,Hackney,CW3,Tower Hamlets - Jubilee Park,Urban Background,,2022-01-17 00:00:00,51.5029878731458,-0.0180219908165375,,,537546.1726419665,180144.00941454998
30,Tower Hamlets,TH2,Tower Hamlets - Mile End Road,Roadside,,1994-03-10 00:00:00,51.5225294860844,-0.0421550991900347,6714255.02857,-4688.33167425,535813.380537924,182271.74872896777
